year,country,player,position,overall,canKick
2015,Argentine,Juan Manuel Leguizamón,TroisiemeLigneAile,83,false
2015,Argentine,Juan Martín Fernández Lobbe,TroisiemeLigneAile,86,false
2015,Argentine,Pablo Matera,TroisiemeLigneAile,88,false
2015,Argentine,Javier Ortega Desio,TroisiemeLigneAile,82,false
2015,Argentine,Leonardo Senatore,TroisiemeLigneCentre,83,false
2015,Argentine,Facundo Isa,TroisiemeLigneCentre,85,false
2015,Argentine,Tomás Cubelli,DemiDeMelee,86,false
2015,Argentine,Martín Landajo,DemiDeMelee,81,false
2015,Argentine,Santiago González Iglesias,DemiOuverture,83,true
2015,Argentine,Juan Martín Hernández,DemiOuverture,81,true
2015,Argentine,Nicolás Sánchez,DemiOuverture,91,true
2015,Argentine,Marcelo Bosch,Centre,83,true
2015,Argentine,Jerónimo de la Fuente,Centre,81,false
2015,Argentine,Matías Moroni,Centre,79,false
2015,Argentine,Juan Pablo Socino,Centre,82,false
2015,Argentine,Horacio Agulla,Ailier,83,false
2015,Argentine,Santiago Cordero,Ailier,81,false
2015,Argentine,Juan Imhoff,Ailier,89,false
2015,Argentine,Lucas González Amorosino,Arriere,83,false
2015,Argentine,Joaquín Tuculet,Arriere,87,false
2015,Tonga,Halani Aulika,Pilier,70,false
2015,Tonga,Tevita Mailau,Pilier,68,false
2015,Tonga,Sila Puafisi,Pilier,66,false
2015,Tonga,Sona Taumalolo,Pilier,69,false
2015,Tonga,Soane Tonga'uiha,Pilier,67,false
2015,Tonga,Aleki Lutui,Talonneur,70,false
2015,Tonga,Paul Ngauamo,Talonneur,68,false
2015,Tonga,Elvis Taione,Talonneur,66,false
2015,Tonga,Uili Kolo'ofai,DeuxiemeLigne,70,false
2015,Tonga,Tukulua Lokotui,DeuxiemeLigne,68,false
2015,Tonga,Steve Mafi,DeuxiemeLigne,66,false
2015,Tonga,Joseph Tu'ineau,DeuxiemeLigne,69,false
2015,Tonga,Sione Kalamafoni,TroisiemeLigneAile,70,false
2015,Tonga,Nili Latu,TroisiemeLigneAile,68,false
2015,Tonga,Jack Ram,TroisiemeLigneAile,66,false
2015,Tonga,Hale T-Pole,TroisiemeLigneAile,69,false
2015,Tonga,Opeti Fonua,TroisiemeLigneCentre,70,false
2015,Tonga,Viliami Ma'afu,TroisiemeLigneCentre,68,false
2015,Tonga,Samisoni Fisilau,DemiDeMelee,70,false
2015,Tonga,Sosefo Ma'ake,DemiDeMelee,68,false
2015,Tonga,Sonatane Takulua,DemiDeMelee,66,true
2015,Tonga,Latiume Fosita,DemiOuverture,70,true
2015,Tonga,Kurt Morath,DemiOuverture,68,true
2015,Tonga,Sione Piukala,Centre,70,false
2015,Tonga,Siale Piutau,Centre,68,false
2015,Tonga,Viliami Tahitu'a,Centre,66,false
2015,Tonga,David Halaifonua,Ailier,70,true
2015,Tonga,William Helu,Ailier,68,false
2015,Tonga,Fetu'u Vainikolo,Ailier,66,false
2015,Tonga,Telusa Veainu,Ailier,69,true
2015,Tonga,Vungakoto Lilo,Arriere,70,true
2015,Géorgie,Karlen Asieshvili,Pilier,69,false
2015,Géorgie,Levan Chilachava,Pilier,67,false
2015,Géorgie,Davit Kubriashvili,Pilier,65,false
2015,Géorgie,Mikheil Nariashvili,Pilier,75,false
2015,Géorgie,Davit Zirakashvili,Pilier,66,false
2015,Géorgie,Anton Peikrishvili,Pilier,69,false
2015,Géorgie,Jaba Bregvadze,Talonneur,69,false
2015,Géorgie,Shalva Mamukashvili,Talonneur,67,false
2015,Géorgie,Simon Maisuradze,Talonneur,65,false
2015,Géorgie,Georgi Chkhaidze,DeuxiemeLigne,69,false
2015,Géorgie,Levan Datunashvili,DeuxiemeLigne,67,false
2015,Géorgie,Konstantin Mikautadze,DeuxiemeLigne,65,false
2015,Géorgie,Giorgi Nemsadze,DeuxiemeLigne,68,false
2015,Géorgie,Mamuka Gorgodze,TroisiemeLigneAile,83,false
2015,Géorgie,Viktor Kolelishvili,TroisiemeLigneAile,67,false
2015,Géorgie,Shalva Sutiashvili,TroisiemeLigneAile,65,false
2015,Géorgie,Giorgi Tkhilaishvili,TroisiemeLigneAile,68,false
2015,Géorgie,Lasha Lomidze,TroisiemeLigneCentre,69,false
2015,Géorgie,Giorgi Begadze,DemiDeMelee,69,false
2015,Géorgie,Vazha Khutsishvili,DemiDeMelee,67,false
2015,Géorgie,Vasil Lobzhanidze,DemiDeMelee,65,false
2015,Géorgie,Lasha Khmaladze,DemiOuverture,69,true
2015,Géorgie,Lasha Malaguradze,DemiOuverture,67,true
2015,Géorgie,Davit Kacharava,Centre,69,false
2015,Géorgie,Merab Sharikadze,Centre,75,false
2015,Géorgie,Tamaz Mchedlidze,Centre,65,false
2015,Géorgie,Giorgi Aptsiauri,Ailier,69,false
2015,Géorgie,Muraz Giorgadze,Ailier,67,false
2015,Géorgie,Giorgi Pruidze,Ailier,65,false
2015,Géorgie,Alexander Todua,Ailier,68,false
2015,Géorgie,Merab Kvirikashvili,Arriere,76,true
2015,Géorgie,Beka Tsiklauri,Arriere,67,true
2015,Namibie,Aranos Coetzee,Pilier,62,false
2015,Namibie,AJ de Klerk,Pilier,60,false
2015,Namibie,Jaco Engels,Pilier,58,false
2015,Namibie,Raoul Larson,Pilier,61,false
2015,Namibie,Johnny Redelinghuys,Pilier,59,false
2015,Namibie,Casper Viviers,Pilier,62,false
2015,Namibie,Torsten van Jaarsveld,Talonneur,62,false
2015,Namibie,Louis van der Westhuizen,Talonneur,60,false
2015,Namibie,Tjiuee Uanivi,DeuxiemeLigne,62,false
2015,Namibie,Janco Venter,DeuxiemeLigne,60,false
2015,Namibie,Renaldo Bothma,TroisiemeLigneAile,62,false
2015,Namibie,Jacques Burger,TroisiemeLigneAile,76,false
2015,Namibie,Tinus du Plessis,TroisiemeLigneAile,58,false
2015,Namibie,Rohan Kitshoff,TroisiemeLigneAile,61,false
2015,Namibie,Wian Conradie,TroisiemeLigneAile,59,false
2015,Namibie,Leneve Damens,TroisiemeLigneCentre,62,false
2015,Namibie,Pieter-Jan van Lill,TroisiemeLigneCentre,60,false
2015,Namibie,Eniell Buitendag,DemiDeMelee,62,false
2015,Namibie,Eugene Jantjies,DemiDeMelee,60,false
2015,Namibie,Damian Stevens,DemiDeMelee,58,false
2015,Namibie,Theuns Kotzé,DemiOuverture,71,true
2015,Namibie,Darryl de la Harpe,Centre,62,false
2015,Namibie,Johan Deysel,Centre,70,false
2015,Namibie,JC Greyling,Centre,58,false
2015,Namibie,Danie van Wyk,Centre,61,false
2015,Namibie,Conrad Marais,Ailier,62,false
2015,Namibie,David Philander,Ailier,60,false
2015,Namibie,Heinrich Smit,Ailier,58,false
2015,Namibie,Russell van Wyk,Ailier,61,false
2015,Namibie,Chrysander Botha,Arriere,62,false
2015,Namibie,Johan Tromp,Arriere,60,false
2015,France,Uini Atonio,Pilier,79,false
2015,France,Eddy Ben Arous,Pilier,77,false
2015,France,Vincent Debaty,Pilier,75,false
2015,France,Nicolas Mas,Pilier,78,false
2015,France,Rabah Slimani,Pilier,76,false
2015,France,Guilhem Guirado,Talonneur,86,false
2015,France,Benjamin Kayser,Talonneur,77,false
2015,France,Dimitri Szarzewski,Talonneur,75,false
2015,France,Alexandre Flanquart,DeuxiemeLigne,79,false
2015,France,Yoann Maestri,DeuxiemeLigne,77,false
2015,France,Pascal Papé,DeuxiemeLigne,75,false
2015,France,Thierry Dusautoir,TroisiemeLigneAile,88,false
2015,France,Bernard Le Roux,TroisiemeLigneAile,77,false
2015,France,Yannick Nyanga,TroisiemeLigneAile,75,false
2015,France,Fulgence Ouedraogo,TroisiemeLigneAile,78,false
2015,France,Damien Chouly,TroisiemeLigneCentre,79,false
2015,France,Louis Picamoles,TroisiemeLigneCentre,87,false
2015,France,Rory Kockott,DemiDeMelee,79,true
2015,France,Morgan Parra,DemiDeMelee,84,true
2015,France,Sébastien Tillous-Borde,DemiDeMelee,75,false
2015,France,Frédéric Michalak,DemiOuverture,79,true
2015,France,Rémi Talès,DemiOuverture,77,true
2015,France,Mathieu Bastareaud,Centre,84,false
2015,France,Alexandre Dumoulin,Centre,77,false
2015,France,Gaël Fickou,Centre,75,false
2015,France,Wesley Fofana,Centre,85,false
2015,France,Rémy Grosso,Ailier,79,false
2015,France,Sofiane Guitoune,Ailier,77,false
2015,France,Yoann Huget,Ailier,75,false
2015,France,Noa Nakaitaci,Ailier,78,false
2015,France,Brice Dulin,Arriere,79,false
2015,France,Scott Spedding,Arriere,77,true
2015,Irlande,Tadhg Furlong,Pilier,80,false
2015,Irlande,Cian Healy,Pilier,78,false
2015,Irlande,Jack McGrath,Pilier,76,false
2015,Irlande,Mike Ross,Pilier,79,false
2015,Irlande,Nathan White,Pilier,77,false
2015,Irlande,Rory Best,Talonneur,86,false
2015,Irlande,Sean Cronin,Talonneur,78,false
2015,Irlande,Richardt Strauss,Talonneur,76,false
2015,Irlande,Iain Henderson,DeuxiemeLigne,80,false
2015,Irlande,Mike McCarthy,DeuxiemeLigne,78,false
2015,Irlande,Paul O'Connell,DeuxiemeLigne,89,false
2015,Irlande,Donnacha Ryan,DeuxiemeLigne,79,false
2015,Irlande,Devin Toner,DeuxiemeLigne,77,false
2015,Irlande,Chris Henry,TroisiemeLigneAile,80,false
2015,Irlande,Jordi Murphy,TroisiemeLigneAile,78,false
2015,Irlande,Sean O'Brien,TroisiemeLigneAile,87,false
2015,Irlande,Peter O'Mahony,TroisiemeLigneAile,79,false
2015,Irlande,Rhys Ruddock,TroisiemeLigneAile,77,false
2015,Irlande,Jamie Heaslip,TroisiemeLigneCentre,87,false
2015,Irlande,Conor Murray,DemiDeMelee,88,true
2015,Irlande,Eoin Reddan,DemiDeMelee,78,false
2015,Irlande,Paddy Jackson,DemiOuverture,80,true
2015,Irlande,Ian Madigan,DemiOuverture,78,true
2015,Irlande,Jonathan Sexton,DemiOuverture,90,true
2015,Irlande,Darren Cave,Centre,80,false
2015,Irlande,Keith Earls,Centre,78,false
2015,Irlande,Robbie Henshaw,Centre,85,false
2015,Irlande,Jared Payne,Centre,79,false
2015,Irlande,Tommy Bowe,Ailier,80,false
2015,Irlande,Luke Fitzgerald,Ailier,78,false
2015,Irlande,David Kearney,Ailier,76,false
2015,Irlande,Simon Zebo,Ailier,79,false
2015,Irlande,Rob Kearney,Arriere,80,false
2015,Italie,Matias Aguero,Pilier,72,false
2015,Italie,Martin Castrogiovanni,Pilier,70,false
2015,Italie,Dario Chistolini,Pilier,68,false
2015,Italie,Lorenzo Cittadini,Pilier,71,false
2015,Italie,Michele Rizzo,Pilier,69,false
2015,Italie,Alberto de Marchi,Pilier,72,false
2015,Italie,Andrea Lovotti,Pilier,70,false
2015,Italie,Leonardo Ghiraldini,Talonneur,82,false
2015,Italie,Davide Giazzon,Talonneur,70,false
2015,Italie,Andrea Manici,Talonneur,68,false
2015,Italie,Quintin Geldenhuys,DeuxiemeLigne,72,false
2015,Italie,Joshua Furno,DeuxiemeLigne,70,false
2015,Italie,Valerio Bernabo,DeuxiemeLigne,68,false
2015,Italie,Marco Fuser,DeuxiemeLigne,71,false
2015,Italie,Mauro Bergamasco,TroisiemeLigneAile,72,false
2015,Italie,Alessandro Zanni,TroisiemeLigneAile,70,false
2015,Italie,Francesco Minto,TroisiemeLigneAile,68,false
2015,Italie,Samuela Vunisa,TroisiemeLigneAile,71,false
2015,Italie,Sergio Parisse,TroisiemeLigneCentre,90,false
2015,Italie,Simone Favaro,TroisiemeLigneCentre,70,false
2015,Italie,Edoardo Gori,DemiDeMelee,72,false
2015,Italie,Guglielmo Palazzani,DemiDeMelee,70,false
2015,Italie,Marcello Violi,DemiDeMelee,68,false
2015,Italie,Tommaso Allan,DemiOuverture,80,true
2015,Italie,Carlo Canna,DemiOuverture,70,true
2015,Italie,Enrico Bacchin,Centre,72,false
2015,Italie,Andrea Masi,Centre,70,false
2015,Italie,Michele Campagnaro,Centre,80,false
2015,Italie,Luca Morisi,Centre,71,false
2015,Italie,Tommaso Benvenuti,Centre,69,false
2015,Italie,Gonzalo García,Centre,72,false
2015,Italie,Angelo Esposito,Ailier,72,false
2015,Italie,Giovanbattista Venditti,Ailier,70,false
2015,Italie,Leonardo Sarto,Ailier,68,false
2015,Italie,Luke McLean,Arriere,72,true
2015,Canada,Hubert Buydens,Pilier,63,false
2015,Canada,Jake Ilnicki,Pilier,61,false
2015,Canada,Djustice Sears-Duru,Pilier,59,false
2015,Canada,Andrew Tiedemann,Pilier,62,false
2015,Canada,Doug Wooldridge,Pilier,60,false
2015,Canada,Ray Barkwill,Talonneur,63,false
2015,Canada,Aaron Carpenter,Talonneur,61,false
2015,Canada,Benoît Piffero,Talonneur,59,false
2015,Canada,Brett Beukeboom,DeuxiemeLigne,63,false
2015,Canada,Jamie Cudmore,DeuxiemeLigne,72,false
2015,Canada,Evan Olmstead,DeuxiemeLigne,59,false
2015,Canada,Nanyak Dala,TroisiemeLigneAile,63,false
2015,Canada,Kyle Gilmour,TroisiemeLigneAile,61,false
2015,Canada,John Moonlight,TroisiemeLigneAile,59,false
2015,Canada,Jebb Sinclair,TroisiemeLigneAile,62,false
2015,Canada,Tyler Ardron,TroisiemeLigneCentre,74,false
2015,Canada,Richard Thorpe,TroisiemeLigneCentre,61,false
2015,Canada,Phil Mack,DemiDeMelee,63,true
2015,Canada,Jamie Mackenzie,DemiDeMelee,61,false
2015,Canada,Gordon McRorie,DemiDeMelee,59,true
2015,Canada,Nathan Hirayama,DemiOuverture,63,true
2015,Canada,Liam Underwood,DemiOuverture,61,true
2015,Canada,James Pritchard,DemiOuverture,59,true
2015,Canada,Nick Blevins,Centre,63,false
2015,Canada,Connor Braid,Centre,61,false
2015,Canada,Ciaran Hearn,Centre,59,true
2015,Canada,Conor Trainor,Centre,62,false
2015,Canada,Jeff Hassler,Ailier,63,false
2015,Canada,Phil Mackenzie,Ailier,61,false
2015,Canada,DTH van der Merwe,Ailier,73,true
2015,Canada,Matt Evans,Arriere,63,false
2015,Canada,Harry Jones,Arriere,61,false
2015,Roumanie,Mihăiță Lazăr,Pilier,64,false
2015,Roumanie,Ion Paulică,Pilier,62,false
2015,Roumanie,Horațiu Pungea,Pilier,60,false
2015,Roumanie,Alexandru Țăruș,Pilier,63,false
2015,Roumanie,Andrei Ursache,Pilier,61,false
2015,Roumanie,Eugen Căpățână,Talonneur,64,false
2015,Roumanie,Andrei Rădoi,Talonneur,62,false
2015,Roumanie,Otar Turashvili,Talonneur,60,false
2015,Roumanie,Marius Antonescu,DeuxiemeLigne,64,false
2015,Roumanie,Valentin Poparlan,DeuxiemeLigne,62,false
2015,Roumanie,Valentin Ursache,DeuxiemeLigne,60,false
2015,Roumanie,Johannes van Heerden,DeuxiemeLigne,63,false
2015,Roumanie,Stelian Burcea,TroisiemeLigneAile,64,false
2015,Roumanie,Viorel Lucaci,TroisiemeLigneAile,62,false
2015,Roumanie,Mihai Macovei,TroisiemeLigneAile,70,false
2015,Roumanie,Daniel Carpo,TroisiemeLigneCentre,64,false
2015,Roumanie,Ovidiu Tonița,TroisiemeLigneCentre,62,false
2015,Roumanie,Tudorel Bratu,DemiDeMelee,64,false
2015,Roumanie,Valentin Calafeteanu,DemiDeMelee,62,false
2015,Roumanie,Florin Surugiu,DemiDeMelee,60,false
2015,Roumanie,Dănuț Dumbravă,DemiOuverture,64,true
2015,Roumanie,Michael Wiringi,DemiOuverture,62,true
2015,Roumanie,Minya Csaba Gal,Centre,64,false
2015,Roumanie,Paula Fakavainga Kinikinilau,Centre,62,false
2015,Roumanie,Florin Vlaicu,Centre,69,true
2015,Roumanie,Adrian Apostol,Ailier,64,false
2015,Roumanie,Ionuț Botezatu,Ailier,62,false
2015,Roumanie,Florin Ioniță,Ailier,60,false
2015,Roumanie,Mădălin Lemnaru,Ailier,63,false
2015,Roumanie,Cătălin Fercu,Arriere,64,false
2015,Roumanie,Sabin Strătilă,Arriere,62,false
2011,Nouvelle_Zélande,John Afoa,Pilier,88,false
2011,Nouvelle_Zélande,Ben Franks,Pilier,86,false
2011,Nouvelle_Zélande,Owen Franks,Pilier,84,false
2011,Nouvelle_Zélande,Tony Woodcock,Pilier,90,false
2011,Nouvelle_Zélande,Corey Flynn,Talonneur,88,false
2011,Nouvelle_Zélande,Andrew Hore,Talonneur,86,false
2011,Nouvelle_Zélande,Keven Mealamu,Talonneur,84,false
2011,Nouvelle_Zélande,Anthony Boric,DeuxiemeLigne,88,false
2011,Nouvelle_Zélande,Brad Thorn,DeuxiemeLigne,90,false
2011,Nouvelle_Zélande,Sam Whitelock,DeuxiemeLigne,89,false
2011,Nouvelle_Zélande,Ali Williams,DeuxiemeLigne,87,false
2011,Nouvelle_Zélande,Victor Vito,TroisiemeLigneAile,88,false
2011,Nouvelle_Zélande,Richie McCaw,TroisiemeLigneAile,96,false
2011,Nouvelle_Zélande,Adam Thomson,TroisiemeLigneAile,84,false
2011,Nouvelle_Zélande,Jerome Kaino,TroisiemeLigneAile,94,false
2011,Nouvelle_Zélande,Kieran Read,TroisiemeLigneCentre,92,false
2011,Nouvelle_Zélande,Jimmy Cowan,DemiDeMelee,88,false
2011,Nouvelle_Zélande,Andrew Ellis,DemiDeMelee,86,false
2011,Nouvelle_Zélande,Piri Weepu,DemiDeMelee,88,true
2011,Nouvelle_Zélande,Daniel Carter,DemiOuverture,95,true
2011,Nouvelle_Zélande,Colin Slade,DemiOuverture,86,true
2011,Nouvelle_Zélande,Aaron Cruden,DemiOuverture,84,true
2011,Nouvelle_Zélande,Stephen Donald,DemiOuverture,84,true
2011,Nouvelle_Zélande,Richard Kahui,Centre,88,false
2011,Nouvelle_Zélande,Ma'a Nonu,Centre,93,false
2011,Nouvelle_Zélande,Conrad Smith,Centre,92,false
2011,Nouvelle_Zélande,Sonny Bill Williams,Centre,87,false
2011,Nouvelle_Zélande,Israel Dagg,Ailier,88,false
2011,Nouvelle_Zélande,Zac Guildford,Ailier,86,false
2011,Nouvelle_Zélande,Cory Jane,Ailier,87,false
2011,Nouvelle_Zélande,Hosea Gear,Ailier,87,false
2011,Nouvelle_Zélande,Mils Muliaina,Arriere,86,false
2011,Nouvelle_Zélande,Isaia Toeava,Arriere,86,false
2011,France,Fabien Barcella,Pilier,86,false
2011,France,Jean-Baptiste Poux,Pilier,84,false
2011,France,Luc Ducalcon,Pilier,82,false
2011,France,Nicolas Mas,Pilier,85,false
2011,France,Dimitri Szarzewski,Talonneur,86,false
2011,France,William Servat,Talonneur,87,false
2011,France,Guilhem Guirado,Talonneur,82,false
2011,France,Pascal Papé,DeuxiemeLigne,84,false
2011,France,Julien Pierre,DeuxiemeLigne,84,false
2011,France,Romain Millo-Chluski,DeuxiemeLigne,82,false
2011,France,Lionel Nallet,DeuxiemeLigne,85,false
2011,France,Julien Bonnaire,TroisiemeLigneAile,86,false
2011,France,Thierry Dusautoir,TroisiemeLigneAile,95,false
2011,France,Fulgence Ouedraogo,TroisiemeLigneAile,82,false
2011,France,Imanol Harinordoquy,TroisiemeLigneAile,90,false
2011,France,Louis Picamoles,TroisiemeLigneCentre,87,false
2011,France,Raphaël Lakafia,TroisiemeLigneCentre,84,false
2011,France,Dimitri Yachvili,DemiDeMelee,88,true
2011,France,Morgan Parra,DemiDeMelee,89,true
2011,France,David Skrela,DemiOuverture,86,true
2011,France,François Trinh-Duc,DemiOuverture,85,true
2011,France,Jean-Marc Doussain,DemiOuverture,82,true
2011,France,Fabrice Estebanez,Centre,86,false
2011,France,Maxime Mermoz,Centre,84,false
2011,France,David Marty,Centre,82,false
2011,France,Aurélien Rougerie,Centre,86,false
2011,France,Maxime Médard,Ailier,86,true
2011,France,Alexis Palisson,Ailier,84,false
2011,France,Vincent Clerc,Ailier,88,false
2011,France,Damien Traille,Arriere,86,true
2011,France,Cédric Heymans,Arriere,84,false
2011,Tonga,Soane Tonga'uiha,Pilier,76,false
2011,Tonga,Sona Taumalolo,Pilier,71,false
2011,Tonga,Kisi Pulu,Pilier,69,false
2011,Tonga,Taufa'ao Filise,Pilier,72,false
2011,Tonga,Halani Aulika,Pilier,70,false
2011,Tonga,Aleki Lutui,Talonneur,73,false
2011,Tonga,Ephraim Taukafa,Talonneur,71,false
2011,Tonga,Ilaisa Ma'asi,Talonneur,69,false
2011,Tonga,Joseph Tu'ineau,DeuxiemeLigne,73,false
2011,Tonga,Paino Kelekolio Hehea,DeuxiemeLigne,71,false
2011,Tonga,Sione Timani,DeuxiemeLigne,69,false
2011,Tonga,Sione Kalamafoni,TroisiemeLigneAile,73,false
2011,Tonga,Lua Lokotui,TroisiemeLigneAile,71,false
2011,Tonga,Finau Maka,TroisiemeLigneAile,69,false
2011,Tonga,Sione Vaiomo'unga,TroisiemeLigneAile,72,false
2011,Tonga,Viliami Ma'afu,TroisiemeLigneCentre,73,false
2011,Tonga,Samiu Vahafolau,TroisiemeLigneCentre,71,false
2011,Tonga,Taniela Moa,DemiDeMelee,73,false
2011,Tonga,Samisoni Fisilau,DemiDeMelee,71,false
2011,Tonga,Tomasi Palu,DemiDeMelee,69,false
2011,Tonga,Kurt Morath,DemiOuverture,75,true
2011,Tonga,Andrew Ma'ilei,Centre,73,false
2011,Tonga,Alipate Fatafehi,Centre,71,false
2011,Tonga,Siale Piutau,Centre,74,false
2011,Tonga,Suka Hufanga,Centre,72,false
2011,Tonga,William Helu,Ailier,73,false
2011,Tonga,Fetu'u Vainikolo,Ailier,71,false
2011,Tonga,Viliame Iongi,Ailier,69,false
2011,Tonga,Alaska Taufa,Ailier,72,false
2011,Tonga,Vungakoto Lilo,Arriere,73,true
2011,Canada,Scott Franklin,Pilier,67,false
2011,Canada,Hubert Buydens,Pilier,65,false
2011,Canada,Jason Marshall,Pilier,63,false
2011,Canada,Andrew Tiedemann,Pilier,66,false
2011,Canada,Frank Walsh,Pilier,64,false
2011,Canada,Pat Riordan,Talonneur,67,false
2011,Canada,Ryan Hamilton,Talonneur,65,false
2011,Canada,Brian Erichsen,DeuxiemeLigne,67,false
2011,Canada,Jamie Cudmore,DeuxiemeLigne,72,false
2011,Canada,Tyler Hotson,DeuxiemeLigne,63,false
2011,Canada,Chauncey O'Toole,TroisiemeLigneAile,67,false
2011,Canada,Adam Kleeberger,TroisiemeLigneAile,71,false
2011,Canada,Nanyak Dala,TroisiemeLigneAile,63,false
2011,Canada,Jeremy Kyne,TroisiemeLigneAile,66,false
2011,Canada,Jebb Sinclair,TroisiemeLigneCentre,67,false
2011,Canada,Aaron Carpenter,TroisiemeLigneCentre,65,false
2011,Canada,Ed Fairhurst,DemiDeMelee,67,false
2011,Canada,Jamie MacKenzie,DemiDeMelee,65,false
2011,Canada,Sean White,DemiDeMelee,63,false
2011,Canada,Ander Monro,DemiOuverture,67,true
2011,Canada,Nathan Hirayama,DemiOuverture,65,true
2011,Canada,Conor Trainor,Centre,67,false
2011,Canada,Mike Scholz,Centre,65,false
2011,Canada,Ryan Smith,Centre,63,false
2011,Canada,DTH van der Merwe,Ailier,73,true
2011,Canada,Phil MacKenzie,Ailier,65,false
2011,Canada,Taylor Paris,Ailier,63,false
2011,Canada,Matt Evans,Ailier,66,false
2011,Canada,James Pritchard,Arriere,71,true
2011,Canada,Ciaran Hearn,Arriere,65,true
2011,Japon,Hisateru Hirashima,Pilier,66,false
2011,Japon,Naoki Kawamata,Pilier,64,false
2011,Japon,Kensuke Hatakeyama,Pilier,62,false
2011,Japon,Nozomu Fujita,Pilier,65,false
2011,Japon,Yusuke Aoki,Talonneur,66,false
2011,Japon,Shota Horie,Talonneur,74,false
2011,Japon,Hiroki Yuhara,Talonneur,62,false
2011,Japon,Hitoshi Ono,DeuxiemeLigne,66,false
2011,Japon,Toshizumi Kitagawa,DeuxiemeLigne,64,false
2011,Japon,Luke Thompson,DeuxiemeLigne,62,false
2011,Japon,Yuji Kitagawa,DeuxiemeLigne,65,false
2011,Japon,Takashi Kikutani,TroisiemeLigneAile,66,false
2011,Japon,Michael Leitch,TroisiemeLigneAile,76,false
2011,Japon,Sione Vatuvei,TroisiemeLigneAile,62,false
2011,Japon,Koliniasi Holani,TroisiemeLigneCentre,66,false
2011,Japon,Toetsu Taufa,TroisiemeLigneCentre,64,false
2011,Japon,Itaru Taniguchi,TroisiemeLigneCentre,62,false
2011,Japon,Fumiaki Tanaka,DemiDeMelee,75,false
2011,Japon,Tomoki Yoshida,DemiDeMelee,64,false
2011,Japon,Atsushi Hiwasa,DemiDeMelee,62,false
2011,Japon,Ippei Asada,DemiDeMelee,65,false
2011,Japon,James Arlidge,DemiOuverture,66,true
2011,Japon,Murray Williams,DemiOuverture,64,true
2011,Japon,Yuta Imamura,Centre,66,false
2011,Japon,Ryan Nicholas,Centre,64,false
2011,Japon,Koji Taira,Centre,62,false
2011,Japon,Alisi Tupuailei,Centre,65,false
2011,Japon,Bryce Robins,Centre,63,false
2011,Japon,Hirotoki Onozawa,Ailier,66,false
2011,Japon,Kosuke Endo,Ailier,64,false
2011,Japon,Takehisa Usuzuki,Ailier,62,false
2011,Japon,Shaun Webb,Arriere,66,false
2011,Japon,Taihei Ueda,Arriere,64,true
2011,Argentine,Marcos Ayerza,Pilier,83,false
2011,Argentine,Juan Figallo,Pilier,76,false
2011,Argentine,Maximiliano Bustos,Pilier,74,false
2011,Argentine,Rodrigo Roncero,Pilier,77,false
2011,Argentine,Martín Scelzo,Pilier,75,false
2011,Argentine,Mario Ledesma,Talonneur,84,false
2011,Argentine,Agustín Creevy,Talonneur,83,false
2011,Argentine,Patricio Albacete,DeuxiemeLigne,85,false
2011,Argentine,Manuel Carizza,DeuxiemeLigne,76,false
2011,Argentine,Mariano Galarza,DeuxiemeLigne,74,false
2011,Argentine,Tomás Vallejos Cinalli,DeuxiemeLigne,77,false
2011,Argentine,Juan Manuel Leguizamón,TroisiemeLigneAile,78,false
2011,Argentine,Leonardo Senatore,TroisiemeLigneAile,76,false
2011,Argentine,Genaro Fessia,TroisiemeLigneAile,74,false
2011,Argentine,Julio Farías Cabello,TroisiemeLigneAile,77,false
2011,Argentine,Juan Martín Fernández Lobbe,TroisiemeLigneCentre,87,false
2011,Argentine,Alejandro Campos,TroisiemeLigneCentre,76,false
2011,Argentine,Alfredo Lalanne,DemiDeMelee,78,false
2011,Argentine,Nicolás Vergallo,DemiDeMelee,76,false
